heat_no,charge_mass_t,scrap_frac,dri_frac,pig_frac,returns_frac,charge_C_pct,charge_Si_pct,charge_Mn_pct,charge_Cu_pct,energy_kWh,power_on_min,avg_power_kW,O2_Nm3,flux_CaO_kg,hot_heel_t,lining_age_heats,tap_target_C,meas_T_C,meas_C_pct,meas_energy_kWh,true_T_C,true_C_pct,true_Cu_pct,SEC_kWh_per_t,tap_to_tap_min,B2,pct_FeO,phys_T_C,phys_C_pct,phys_SEC
61,11.560528312712721,1.0,0.0,0.0,0.0,0.32427206289609367,0.15395113811798716,0.33161731175317766,0.23990217175989104,7272.63065244165,108.16666666666667,4034.124861138666,0.0,106.35686047695704,0.49924624308166377,61,1621.7437997753964,1692.0214537791992,0.30011439172734566,7272.63065244165,1691.4391225339177,0.3016210109629806,0.32305891661105307,630.1218164487552,108.16666666666667,2.424253916762251,1.5519580460543567,1775.9747591531154,0.31995967344061177,629.1159738023457
62,12.20514627480538,1.0,0.0,0.0,0.0,0.2913900474044725,0.2765432748141145,0.25499400371046227,0.12854194249131498,6614.884265799906,120.0,3307.4421328999524,0.0,112.2873457282095,0.6009308158378112,62,1623.5398930743565,1556.4476820987843,0.3395862982717095,6614.884265799906,1554.1907413879685,0.3435642624247915,0.17257082396646342,696.0331814818261,120.0,2.3959384953305674,0.7997695236098091,1598.7452993010547,0.2900078201385609,606.5382164987441
63,11.833571558005211,1.0,0.0,0.0,0.0,0.3967788898878126,0.1121791566874729,0.5161663958592478,0.22472345684359613,6386.153455938339,120.0,3193.0767279691695,0.0,108.86885833364795,0.9019226036256826,63,1606.761046827456,1541.8578060531765,0.3925884709596613,6386.153455938339,1542.270777731715,0.3899954309288975,0.2202127978732714,719.5723865905127,120.0,2.428761331047519,1.2069024575275902,1590.2476872153256,0.39209831626959957,617.4372381555589
64,11.413143290998846,1.0,0.0,0.0,0.0,0.1258821608256256,0.330324374443956,0.2674253452427182,0.2118978686584104,6598.812092539257,120.0,3299.406046269629,0.0,105.0009182771894,0.8084350546177398,64,1626.9390686084935,1581.9877297989879,0.1352874606231806,6598.812092539257,1585.4578308622831,0.13596144625786835,0.24151562374668922,643.2800505394288,120.0,2.426887711909817,1.2270023577897058,1636.9842239636769,0.1258812161732036,594.9527889774965
65,12.349869445040461,1.0,0.0,0.0,0.0,0.45781234173987545,0.20934615848221846,0.500855578320985,0.2520364209562567,7413.610760864641,120.0,3706.8053804323204,0.0,113.61879889437226,0.8653979122878932,65,1610.6187960358238,1630.937275867345,0.4388390452367286,7413.610760864641,1629.309313741524,0.435251315958035,0.24789635906028457,607.4760429428217,120.0,2.5256239272559187,1.6024845175694165,1728.502372243595,0.45165817018967824,600.3172793171103
66,11.727803002181872,1.0,0.0,0.0,0.0,0.252733490227126,0.14033413960533836,0.4060381839263062,0.2851228152932736,6454.645574118908,120.0,3227.3227870594537,0.0,107.89578762007324,0.9206698396099192,66,1621.1993420916472,1561.2434835531583,0.2978327907742256,6454.645574118908,1555.5981749057055,0.29965546611600913,0.2610441146820253,694.4393270340028,120.0,2.411310852848104,0.9775138623898483,1602.8761844008936,0.25171813341296634,604.6144254154211
67,12.201220877983957,1.0,0.0,0.0,0.0,0.49074892378678914,0.14951609752865683,0.3644891761801623,0.19101968537341343,7562.898321097443,111.83333333333333,4057.590753494902,0.0,112.25123207745241,0.6876900016082939,67,1618.3604066908651,1691.4071698645107,0.4406114709058491,7562.898321097443,1690.1782742430078,0.44552356061152565,0.20657750543754239,618.0260601811905,111.83333333333333,2.5184719433835063,1.289905838040135,1780.8562463072458,0.48076936362092293,619.8142687094879
68,11.659331607321306,1.0,0.0,0.0,0.0,0.2811169010309857,0.12002160923478339,0.28662235504123623,0.20412237803104147,6914.170484266632,120.0,3457.085242133316,0.0,107.26585078735602,0.309021586606234,68,1625.9411675733581,1591.772302018712,0.2966083931960412,6914.170484266632,1593.8202207143559,0.289665652651666,0.20383239879607182,634.8175526352084,120.0,2.4868364833874606,1.5986785427906822,1666.8118888964332,0.2788650729577227,596.7642361630457
69,12.182957667952373,1.0,0.0,0.0,0.0,0.3802252796982221,0.18053663809533305,0.5342680848972164,0.14402437869499135,7334.746903443789,120.0,3667.3734517218945,0.0,112.08321054516183,0.5274450802230497,69,1623.2414605184613,1623.3593006389108,0.33485631074905653,7334.746903443789,1625.1150398148948,0.3402105585275153,0.1571559301327022,613.4476148185686,120.0,2.497703888424599,1.6064550776100537,1718.3768753104514,0.3757892409351605,602.1145845861267
70,11.659231866835864,1.0,0.0,0.0,0.0,0.4480635453633829,0.2989997122061239,0.2980957746826037,0.41932989859448844,7144.956864209783,120.0,3572.4784321048915,0.0,107.26493317488996,0.7547735501025352,70,1633.1445849767952,1642.5878871511404,0.4398382286775439,7144.956864209783,1641.296075518846,0.44018561070901935,0.44569200282885063,617.9661915973037,120.0,2.397550096169218,1.2494214898006692,1728.2863953653705,0.4425079554835446,612.7953827242702
71,12.275741656282307,1.0,0.0,0.0,0.0,0.5298239945268386,0.2518317010290561,0.4488389286021686,0.39631446853942803,7450.999989819564,120.0,3725.499994909782,0.0,112.93682323779724,0.5258605081913558,71,1608.415655348586,1642.9986458066778,0.4701786436875048,7450.999989819564,1643.4625158709637,0.4718513307838812,0.389894023800623,611.8659999663003,120.0,2.488782335669815,1.3845713518744518,1735.6121820534263,0.5210540560321447,606.9438986792533
72,12.197802260251667,1.0,0.0,0.0,0.0,0.34847222111261533,0.15471006320507238,0.4536901472859206,0.42795132433230837,7509.493077438514,120.0,3754.746538719257,0.0,112.21978079431534,0.7585248205352676,72,1620.1870035164955,1658.0220377028118,0.3303183998792893,7509.493077438514,1663.1427533417777,0.3351599584794554,0.4722478582854227,613.6195696537266,120.0,2.502558866639245,1.8678628468174872,1761.9753018360261,0.343732668871971,615.6960560943978
73,12.151400047024646,1.0,0.0,0.0,0.0,0.34373489600108964,0.27981557380278094,0.43893592433219164,0.3745581487326294,6253.454351196207,120.0,3126.7271755981037,0.0,111.79288043262676,0.8394750145410814,73,1615.9674810797726,1527.6588390163213,0.3363957405984939,6253.454351196207,1527.2094421702209,0.34141980176886516,0.40039237146646484,811.3660953443234,120.0,2.437976925692066,0.846684742259959,1566.5321568670875,0.34168015626129544,658.8448036027338
74,11.786211339521927,1.0,0.0,0.0,0.0,0.3068498502230939,0.20828522340200928,0.3028788976673937,0.363749493688916,7241.856522872729,120.0,3620.9282614363647,0.0,108.43314432360174,0.4643784196587853,74,1627.4839136042142,1636.3313941619315,0.3788230908488305,7241.856522872729,1638.7624409756177,0.3795806394752741,0.4195266553694187,619.7983831680962,120.0,2.4178036668672784,1.4614822044798743,1732.7075466647716,0.30462666822740736,614.4732303618789
75,12.035392917791295,1.0,0.0,0.0,0.0,0.21637306061259828,0.26062829441985114,0.5714016269540495,0.4767511152245504,7467.33780431721,120.0,3733.668902158605,0.0,110.72561484367992,0.31724620563801215,75,1624.816954920641,1643.8952739619558,0.21420687428581636,7467.33780431721,1641.7800071531628,0.21227006803891957,0.4710170520951055,618.8373563901592,120.0,2.4254209054537115,1.5647821372890272,1758.6213713656402,0.21606009133471,620.5427554048464
76,12.241832438453223,1.0,0.0,0.0,0.0,0.49471101876430273,0.14847633903800142,0.28255507915560885,0.48748850999421844,7657.471342900085,108.25,4244.325917542772,0.0,112.62485843376966,0.3375694610201908,76,1623.600988559205,1689.7771766411297,0.502394289366528,7657.471342900085,1691.2332605142692,0.5070225967414146,0.48104273957255245,622.2386104840691,108.25,2.538792220265671,1.1007750545166817,1794.7133464737863,0.4833629708975898,625.4482855302037
77,11.876837766322915,1.0,0.0,0.0,0.0,0.29164631188029544,0.2528986385653256,0.3960823670232199,0.40883444777354155,6660.964168221758,120.0,3330.482084110879,0.0,109.26690745017082,0.7719737941868213,77,1623.1085075283659,1566.9670794686417,0.26555412784493027,6660.964168221758,1568.1520208076895,0.26524391007696596,0.4158018056670514,661.5429836879687,120.0,2.4499227476426513,1.2282011769686692,1620.6127639064175,0.29055824869618535,592.9607393278882
78,11.759951954623379,1.0,0.0,0.0,0.0,0.2696019844217317,0.17975451383526253,0.46248804585604625,0.521544251858447,6857.79524210006,120.0,3428.89762105003,0.0,108.19155798253509,0.8673431883199082,78,1620.2392994896043,1581.4275989816044,0.25885559508342443,6857.79524210006,1587.2476949685156,0.254588955585551,0.5073127838851017,635.7333278295381,120.0,2.454003596416811,1.5460485714156342,1659.910482487559,0.2687244063288546,589.0500296135995
79,11.484384459509148,1.0,0.0,0.0,0.0,0.4063055237573866,0.22247736709609978,0.3354839632535469,0.3883553633562874,6505.62935462657,120.0,3252.814677313285,0.0,105.65633702748416,0.3364916553389719,79,1625.1417554673599,1570.937743169998,0.3634094286209941,6505.62935462657,1568.6835571502884,0.35623697729008097,0.39041700799779494,674.2877415688733,120.0,2.380625722186617,1.1118381079120552,1612.5116757853734,0.4018892564125356,607.7550922996954
80,11.711723557446561,1.0,0.0,0.0,0.0,0.3371618342344822,0.1971134086672778,0.24924866648219968,0.38206069777013596,7244.466114394438,110.91666666666667,3918.8697237896286,0.0,107.74785672850837,0.8317483322222557,80,1618.1212803670671,1663.8001763473594,0.3202243408284707,7244.466114394438,1670.2997090412573,0.3258832380631858,0.4083420780424964,623.1687136317521,110.91666666666667,2.4066777903710523,1.6755027730126195,1759.7044521102594,0.3335827384120107,618.5608118562599
81,11.684985696764896,1.0,0.0,0.0,0.0,0.24653888018486136,0.19333459757065236,0.2502432228762741,0.5349660706934096,7327.980843494993,101.41666666666667,4335.370753752173,0.0,107.50186841023705,0.3885602495832074,81,1608.5632765820571,1695.4900421902719,0.28184124949184863,7327.980843494993,1693.9658963975235,0.2805151515693138,0.4082688059195327,628.0073466830272,101.41666666666667,2.4161179545549483,1.541247149085101,1783.4427900819414,0.2457538626906774,627.1292611273491
82,12.13358467594783,1.0,0.0,0.0,0.0,0.3564905210553345,0.22590736435271,0.34602687579048164,0.48673507870606286,5976.215095733223,120.0,2988.1075478666116,0.0,111.62897901872005,0.7547051974227401,82,1612.7415342845704,1507.6991483436823,0.41806023175435136,5976.215095733223,1511.9016165152839,0.4212962736555577,0.5384856069439182,1038.501425990696,120.0,2.487201177115795,0.819292956062666,1543.5250967188708,0.3524953375452734,749.3331805650738
83,11.49577438121176,1.0,0.0,0.0,0.0,0.41407486945325517,0.20996505310865882,0.2759379410798537,0.48768599125274537,6394.404315828705,120.0,3197.2021579143525,0.0,105.76112430714821,0.8799773870082755,83,1627.1155527894696,1553.0317043148139,0.37908914492515294,6394.404315828705,1555.0990361771755,0.37939775162548,0.5366396781943812,702.0476493788532,120.0,2.40444634161099,1.0118389738131606,1604.4281988693256,0.41022149282808623,607.1889309250419
84,12.07620767032395,1.0,0.0,0.0,0.0,0.2649022940352222,0.22116994241696677,0.2983719384596762,0.4678896005021604,6411.574329482687,120.0,3205.7871647413435,0.0,111.10111056698034,0.5417614298079013,84,1624.697849540741,1537.7745026116208,0.25504424379348584,6411.574329482687,1537.0621525502766,0.25970969988340437,0.4340884030229794,769.9338544203604,120.0,2.4235158909665726,1.0050322126498654,1581.2403999727908,0.2634917429218978,631.8679211629742
85,12.069360925617971,1.0,0.0,0.0,0.0,0.30461261555016134,0.27103631179622223,0.27173744294459495,0.3103939167879591,6589.577514838156,120.0,3294.788757419078,0.0,111.03812051568534,0.43520733071144496,85,1616.497263038646,1551.787896826728,0.3015277530271819,6589.577514838156,1555.483480685135,0.29677510404052687,0.40173242022170574,698.3195743704309,120.0,2.4392058478714107,0.9787146799766241,1599.3898845365911,0.3028296374585565,608.8950746409337
86,12.091108399381513,1.0,0.0,0.0,0.0,0.31649007989536604,0.2164937092890797,0.39550342575596287,0.44212555655948566,7067.38602395456,120.0,3533.69301197728,0.0,111.23819727430994,0.38301878103116294,86,1618.5600100561703,1598.2929999270768,0.3212813972324061,7067.38602395456,1602.9797350982303,0.32704802868264693,0.4641115877410163,625.8978066124827,120.0,2.401384509134285,1.3327685859338165,1666.369074135353,0.31459727883487776,589.1348456692683
87,11.627554559928814,1.0,0.0,0.0,0.0,0.4809460343151546,0.3103819146434203,0.6170122526910768,0.46678538083366783,7333.835114829599,119.41666666666667,3684.8299251062886,0.0,106.9735019513451,0.415541860325818,87,1612.8086914828575,1668.1742061306998,0.42671707342566256,7333.835114829599,1667.4824269167175,0.4276556308646887,0.3976992977020049,630.5256293220544,119.41666666666667,2.4683484949003485,1.416923431117568,1767.8922946561806,0.4734696185168367,630.7479726115916
88,11.89489997537772,1.0,0.0,0.0,0.0,0.4108371051344977,0.1870656729551051,0.34380776881166986,0.47941653190365907,6993.723376594772,120.0,3496.861688297386,0.0,109.43307977347504,0.6306498587804705,88,1618.5629675904256,1594.4264568709275,0.392341030752751,6993.723376594772,1592.8836945509797,0.3940630645688181,0.44328103018913523,625.1836647893741,120.0,2.478946212333839,1.3886859689755033,1670.6265978391525,0.4061050131520487,590.899343743513
89,12.282852017934934,1.0,0.0,0.0,0.0,0.3720419709376419,0.23137778513693147,0.3766290877519709,0.4786483378766355,6829.741172832041,120.0,3414.8705864160206,0.0,113.00223856500139,0.7945142014781388,89,1618.689003983533,1575.7831624536555,0.3436054983931755,6829.741172832041,1575.116918221293,0.3458451206754225,0.46000752288166796,650.3022944960879,120.0,2.446396297882724,1.1156497192453858,1623.7389887078884,0.369533099557095,586.604699822191
90,12.298224209733633,1.0,0.0,0.0,0.0,0.3250636504834362,0.27480677932039926,0.5184454287750095,0.47210606641544633,7681.550771977513,116.08333333333333,3970.3636438074727,0.0,113.14366272954943,0.5615453756123336,90,1625.2011485082912,1691.3619473514152,0.3352413469613953,7681.550771977513,1690.9785401950421,0.32857068175400916,0.5210453293502539,618.8765081896861,116.08333333333333,2.4767735406855,1.6554371931558858,1792.0448765700799,0.32184308067949924,624.6392803242186
